240209	96	16	2	20	1442	55	3996	96	
255327	256	15	0	22	1921	65	3821	256	
247597	49	13	1	21	1854	46	3660	49	
247597	49	13	1	21	1854	46	3660	49	
247597	49	13	1	21	1854	46	3660	49	
245348	68	13	2	22	1792	44	3680	68	
245348	68	13	2	22	1792	44	3680	68	
253215	81	18	2	22	1926	37	3607	81	
240618	117	13	3	22	1769	40	3720	117	
235774	177	19	1	18	1988	34	3693	177	
242985	127	19	1	21	1970	38	3628	127	
247952	126	28	1	21	1879	57	3725	126	
250749	133	19	0	22	1883	49	3756	133	
250749	133	19	0	22	1883	49	3756	133	
242756	176	21	1	21	2081	38	3586	176	
241773	170	20	3	23	1896	84	3482	170	
241773	170	20	3	23	1896	84	3482	170	
241773	170	20	3	23	1896	84	3482	170	
223903	239	21	9	14	1687	77	3110	239	
228440	252	21	8	14	1894	77	2930	252	
232739	215	21	8	15	1829	78	2945	215	
232688	215	21	8	15	1836	80	2936	215	
236515	214	21	8	15	1835	72	2943	214	
228282	171	24	9	14	1663	75	3006	171	
225517	175	23	10	15	1621	65	3085	175	
225517	175	23	10	15	1621	65	3085	175	
242384	168	23	8	19	1664	72	3043	168	
244036	168	23	8	20	1687	69	2918	168	
245821	192	19	5	18	1584	45	3946	192	
245821	192	19	5	18	1584	45	3946	192	
255139	198	19	3	23	1610	34	3807	198	
246880	193	19	3	22	1582	42	3703	193	
236858	195	19	1	19	1784	40	3870	195	
243540	199	23	1	20	1623	44	3944	199	
248459	208	17	1	22	1631	49	4063	208	
248459	208	17	1	22	1631	49	4063	208	
234370	148	20	8	19	1637	52	3657	148	
236768	702	19	2	19	2100	72	3935	702	
236768	702	19	2	19	2100	72	3935	702	
229130	702	19	11	17	2017	70	2685	702	
229130	702	19	11	17	2017	70	2685	702	
219394	703	19	3	15	2180	51	3835	703	
235221	196	23	2	19	1632	72	3891	196	
237431	200	25	1	18	1758	69	3911	200	
237431	200	25	1	18	1758	69	3911	200	
247083	183	20	1	19	1644	73	3881	183	
235959	275	15	1	19	1611	61	4086	275	
246122	275	18	11	20	1635	56	2702	275	
246122	275	18	11	20	1635	56	2702	275	
234059	243	12	8	15	1654	50	3472	243	
233786	243	12	8	16	1651	50	3475	243	
231879	228	22	3	16	1737	36	3905	228	
237856	171	19	1	19	1815	41	3806	171	
237856	171	19	1	19	1815	41	3806	171	
237856	171	19	1	19	1815	41	3806	171	
234416	171	19	9	17	1997	48	3399	171	
234416	171	19	9	17	1997	48	3399	171	
232970	168	19	0	17	2129	55	3529	168	
248492	230	17	5	20	1976	51	3255	230	
248492	230	17	5	20	1976	51	3255	230	
225906	209	21	0	15	1824	57	3874	209	
225906	209	21	0	15	1824	57	3874	209	
228504	209	21	0	16	1817	52	3886	209	
237334	319	13	12	16	1743	54	2561	319	
236961	292	16	2	19	1640	55	3976	292	
242088	283	16	2	21	1684	53	4062	283	
229630	197	22	1	17	1485	77	4180	197	
229260	439	25	2	18	1839	66	3708	439	
229260	439	25	2	18	1839	66	3708	439	
229260	439	25	2	18	1839	66	3708	439	
232314	127	21	5	14	1528	86	3503	127	
232314	127	21	5	14	1528	86	3503	127	
238353	594	23	7	16	1955	44	4022	594	
238353	594	23	7	16	1955	44	4022	594	
243023	388	22	4	18	1978	55	3509	388	
239007	733	21	9	15	2074	43	2916	733	
239007	733	21	9	15	2074	43	2916	733	
239007	733	21	9	15	2074	43	2916	733	
239007	733	21	9	15	2074	43	2916	733	
235749	457	26	1	16	1900	54	3977	457	
236001	457	26	6	16	1746	49	3548	457	
228261	368	26	5	14	1608	40	3865	368	
223069	417	26	4	16	1544	52	4093	417	
235840	449	26	6	16	1738	48	3549	449	
228298	766	25	1	17	2082	37	3933	766	
239398	451	22	2	18	1788	38	3935	451	
239398	451	22	2	18	1788	38	3935	451	
240426	1016	22	3	18	2354	52	3898	1016	
245163	1017	22	3	18	2437	49	3826	1017	
245163	1017	22	3	18	2437	49	3826	1017	
233190	995	22	2	15	2808	46	3691	995	
232417	995	22	4	16	2633	45	3778	995	
232201	773	22	7	16	2386	48	3378	773	
237959	857	23	11	19	2042	53	2729	857	
237886	434	21	2	20	2029	54	3736	434	
239513	496	22	2	21	2080	51	3752	496	
