412750	1939	28	10	13	7826	798	5573	
421894	2091	30	4	15	8307	833	5461	
418057	1982	30	4	16	8128	848	5274	
410161	1964	30	3	15	7972	813	5589	
413166	1988	30	6	17	8045	702	5549	
422209	2354	30	5	15	8193	787	5574	
412672	2122	29	11	13	7851	805	5575	
438766	1753	30	8	16	7156	788	5733	
415618	1927	30	5	14	7441	938	5912	
439700	1996	30	4	18	7729	758	5855	
